RoundId,GolferId,OneTimeCourseYN,ConfigId,TeeColourId,DateOfRound,DailyRoundNumber,EntryMode,PuttsEnteredYN,StatsEnteredYN,HolesPlayed,RoundRating,RoundSlope,CourseNameLong,CourseNameShort,ConfigNameLong,ConfigNameShort,TeeColour,GrossScore,GrossAdjustedScore,NetScore,CoursePar,Differential,RoundOldIndex,RoundCourseHandicap,RoundNewIndex,TournamentRoundYN,HandicapRoundYN,Comment,FeesPaid,WagersWonLost,CourseFamiliarYN
11,3,FALSE,15,17,4/5/2003,11,H,TRUE,FALSE,18,61.2999992370605,94,Velvet Lake Golf Club,Velvet Lake,XXXXXX,XXXXXX,White,70,70,59,64,10.5,13.1000003814697,11,12.3000001907349,FALSE,TRUE,xxxxx,45.00,-10.00,FALSE
12,3,FALSE,18,3,6/5/1994,11,H,TRUE,FALSE,18,64,101,Red Canyon Golf Club,Red Canyon,XXXXXX,XXXXXX,Blue,84,84,78,72,22.3999996185303,6.59999990463257,6,8.10000038146973,FALSE,TRUE,xxxxx,50.00,15.00,FALSE
13,3,FALSE,22,3,6/11/1994,11,H,TRUE,FALSE,18,70.3000030517578,122,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,Blue,85,85,76,72,13.6000003814697,8.10000038146973,9,8.10000038146973,FALSE,TRUE,xxxxx,40.00,-5.00,FALSE
14,3,FALSE,21,17,6/25/1994,11,H,TRUE,FALSE,18,72.3000030517578,125,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,White,88,88,79,72,14.1999998092651,8.10000038146973,9,9.30000019073486,FALSE,TRUE,xxxxx,60.00,-15.00,FALSE
15,3,FALSE,21,17,7/9/1994,11,H,TRUE,FALSE,18,72.3000030517578,125,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,White,90,90,80,72,16,9.30000019073486,10,9.30000019073486,FALSE,TRUE,xxxxx,55.00,10.00,FALSE
16,3,FALSE,23,3,7/23/1994,11,H,TRUE,FALSE,18,71.6999969482422,125,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,Blue,80,80,70,71,7.5,9.30000019073486,10,8.89999961853027,FALSE,TRUE,xxxxx,45.00,12.00,FALSE
17,3,FALSE,23,3,8/27/1994,21,H,TRUE,FALSE,18,71.6999969482422,125,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,Blue,85,85,75,71,12,8.89999961853027,10,8.60000038146973,FALSE,TRUE,xxxxx,75.00,-5.00,FALSE
18,3,FALSE,23,17,9/17/1994,11,H,TRUE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,84,84,74,71,12.1000003814697,9.30000019073486,10,9.10000038146973,FALSE,TRUE,xxxxx,0.00,0.00,FALSE
19,3,FALSE,21,17,5/7/1995,11,H,TRUE,FALSE,18,72.3000030517578,125,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,White,95,95,85,72,20.5,9.10000038146973,10,9.60000038146973,FALSE,TRUE,xxxxx,45.00,10.00,FALSE
20,3,FALSE,20,17,8/27/1994,22,H,TRUE,FALSE,18,68.1999969482422,115,Blue Desert Golf Club,Blue Desert,XXXXXX,XXXXXX,White,91,91,82,71,22.3999996185303,8.60000038146973,9,9.30000019073486,FALSE,TRUE,xxxxx,50.00,-15.00,FALSE
21,3,FALSE,11,17,5/20/2003,11,H,TRUE,FALSE,18,70.1999969482422,128,Meadow Glen Golf Club,Meadow Glen,XXXXXX,XXXXXX,White,87,87,73,72,14.8000001907349,12.3000001907349,14,12.6999998092651,FALSE,TRUE,xxxxx,55.00,10.00,FALSE
22,3,FALSE,13,17,5/13/2001,11,H,TRUE,FALSE,18,68,119,Glen Meadows Golf Club,Glen Meadows,XXXXXX,XXXXXX,White,93,93,79,70,23.7000007629395,13,14,13,FALSE,TRUE,xxxxx,55.00,25.00,FALSE
23,3,FALSE,17,3,5/19/2001,11,H,TRUE,FALSE,18,70.4000015258789,118,Happy Ridge Golf Club,Happy Ridge,XXXXXX,XXXXXX,Blue,90,90,76,72,18.7999992370605,13,14,13,FALSE,TRUE,xxxxx,35.00,-10.00,FALSE
24,3,FALSE,19,14,6/9/2001,21,H,TRUE,FALSE,18,56,85,Ocean Pointe Golf Club,Ocean Pointe,XXXXXX,XXXXXX,Regular,67,67,57,56,14.6000003814697,13.1999998092651,10,13.6000003814697,FALSE,TRUE,xxxxx,20.00,-5.00,FALSE
25,3,FALSE,12,17,6/10/1995,11,S,FALSE,FALSE,18,68.3000030517578,122,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,White,94,94,84,71,23.7999992370605,9.60000038146973,10,10.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
26,3,FALSE,16,17,5/23/2003,11,S,FALSE,FALSE,18,69.0999984741211,119,High Plains Golf Club,High Plains,,XXXXXX,White,95,92,82,71,21.7000007629395,12.6999998092651,13,12.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
27,3,FALSE,15,17,7/1/1995,11,S,FALSE,FALSE,18,61.2999992370605,94,Velvet Lake Golf Club,Velvet Lake,,XXXXXX,White,91,92,83,64,36.9000015258789,10.1000003814697,8,10.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
28,3,TRUE,-1,3,8/6/1995,11,S,FALSE,FALSE,18,71.1999969482422,119,Tuscon Golf and Country Club,Tuscon Golf and Coun,XXXXXX,XXXXXX,Blue,91,90,80,72,17.8999996185303,10.5,11,10.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
29,3,FALSE,19,14,8/24/1995,11,S,FALSE,FALSE,18,56,85,Ocean Pointe Golf Club,Ocean Pointe,,XXXXXX,Regular,64,64,56,56,10.6000003814697,10.8999996185303,8,10.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
30,3,FALSE,15,17,9/3/1995,0,S,FALSE,FALSE,18,61.2999992370605,94,Velvet Lake Golf Club,Velvet Lake,,XXXXXX,White,75,74,66,64,15.3000001907349,10.8000001907349,9,10.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
31,3,FALSE,17,3,9/23/1995,0,S,FALSE,FALSE,18,70.4000015258789,118,Happy Ridge Golf Club,Happy Ridge,,XXXXXX,Blue,93,93,82,72,21.6000003814697,10.8000001907349,11,11.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
32,3,FALSE,16,3,10/8/1995,0,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,89,89,76,71,17.7000007629395,11.6999998092651,13,11.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
33,3,TRUE,-1,3,10/27/1995,0,S,FALSE,FALSE,18,70.9000015258789,123,Texas Plains,Texas Plains,XXXXXX,XXXXXX,Blue,96,95,83,72,22.1000003814697,11.8000001907349,13,12.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
34,3,FALSE,14,6,9/9/2003,11,H,TRUE,FALSE,18,70.6999969482422,127,River Bend Golf Club,River Bend,XXXXXX,XXXXXX,Gold,87,87,75,72,14.5,11,12,10.8999996185303,FALSE,TRUE,xxxxx,55.00,25.00,FALSE
35,3,FALSE,18,3,5/18/1996,11,S,FALSE,FALSE,18,64,101,Red Canyon Golf Club,Red Canyon,,XXXXXX,Blue,97,97,86,72,36.9000015258789,12.5,11,12.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
36,3,FALSE,19,14,5/26/1996,0,S,FALSE,FALSE,18,56,85,Ocean Pointe Golf Club,Ocean Pointe,,XXXXXX,Regular,72,71,62,56,19.8999996185303,12.6999998092651,10,13,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
37,3,FALSE,20,3,6/8/1996,11,S,FALSE,FALSE,18,69.0999984741211,117,Blue Desert Golf Club,Blue Desert,,XXXXXX,Blue,89,89,76,71,19.2000007629395,13,13,13.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
38,3,FALSE,14,2,6/16/1996,11,S,FALSE,FALSE,18,72.5,133,River Bend Golf Club,River Bend,,XXXXXX,Black,92,92,77,72,16.6000003814697,13.1000003814697,15,13,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
39,3,FALSE,23,17,7/13/1996,11,S,FALSE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,89,89,75,71,16.7000007629395,13,14,13.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
40,3,FALSE,22,3,7/21/1996,11,S,FALSE,FALSE,18,71.5,124,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,Blue,95,93,80,72,19.6000003814697,13.3000001907349,15,13.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
41,3,FALSE,16,17,8/12/1996,0,S,FALSE,FALSE,18,69.0999984741211,119,High Plains Golf Club,High Plains,,XXXXXX,White,86,85,72,71,15.1000003814697,13.6000003814697,14,13.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
42,3,FALSE,18,3,8/31/1996,0,S,FALSE,FALSE,18,64,101,Red Canyon Golf Club,Red Canyon,,XXXXXX,Blue,98,97,86,72,36.9000015258789,13.5,12,14.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
43,3,FALSE,18,6,9/13/1996,0,S,FALSE,FALSE,18,73,142,Red Canyon Golf Club,Red Canyon,,XXXXXX,Gold,95,92,77,72,15.1000003814697,14.6999998092651,18,15,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
44,3,FALSE,22,17,9/28/1996,0,S,FALSE,FALSE,18,70.3000030517578,122,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,White,89,87,73,72,15.5,15,16,14.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
45,3,FALSE,23,17,10/12/1996,0,S,FALSE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,94,93,78,71,20.3999996185303,14.6000003814697,16,15.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
46,3,FALSE,12,13,10/21/1996,11,S,FALSE,FALSE,18,71.0999984741211,123,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,Red,84,84,67,71,11.8999996185303,15.3000001907349,17,14.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
47,3,FALSE,17,17,5/3/1997,0,S,FALSE,FALSE,18,69.5,116,Happy Ridge Golf Club,Happy Ridge,,XXXXXX,White,98,98,83,71,27.7999992370605,14.6000003814697,15,14.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
48,3,FALSE,13,19,5/20/1997,11,S,FALSE,FALSE,18,67,112,Glen Meadows Golf Club,Glen Meadows,,XXXXXX,Yellow,86,86,72,70,19.2000007629395,14.6000003814697,14,14.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
49,3,FALSE,14,2,6/14/1997,11,S,FALSE,FALSE,18,72.5,133,River Bend Golf Club,River Bend,,XXXXXX,Black,91,90,74,72,14.8999996185303,14.6000003814697,17,14.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
50,3,FALSE,14,3,6/22/1997,0,S,FALSE,FALSE,18,70.1999969482422,125,River Bend Golf Club,River Bend,,XXXXXX,Blue,89,88,73,72,16.1000003814697,14.3000001907349,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
51,3,FALSE,23,17,6/28/1997,0,S,FALSE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,87,87,71,71,14.8999996185303,14.8000001907349,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
52,3,FALSE,16,3,7/12/1997,0,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,98,96,82,71,24.2000007629395,14.8000001907349,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
53,3,FALSE,20,17,7/22/1997,0,S,FALSE,FALSE,18,68.1999969482422,115,Blue Desert Golf Club,Blue Desert,,XXXXXX,White,89,86,74,71,17.5,14.8000001907349,15,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
54,3,FALSE,13,17,7/26/1997,0,S,FALSE,FALSE,18,68,119,Glen Meadows Golf Club,Glen Meadows,,XXXXXX,White,94,93,78,70,23.7000007629395,14.8000001907349,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
55,3,FALSE,17,3,8/9/1997,0,S,FALSE,FALSE,18,70.4000015258789,118,Happy Ridge Golf Club,Happy Ridge,,XXXXXX,Blue,82,82,67,72,11.1000003814697,14.8000001907349,15,14.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
56,3,FALSE,21,3,8/27/1997,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,94,93,78,72,17.7000007629395,14.1000003814697,16,14.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
57,3,FALSE,14,6,9/8/1997,0,S,FALSE,FALSE,18,70.6999969482422,127,River Bend Golf Club,River Bend,,XXXXXX,Gold,91,91,75,72,18.1000003814697,14.1000003814697,16,14.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
58,3,FALSE,11,3,9/27/1997,0,S,FALSE,FALSE,18,71.3000030517578,132,Meadow Glen Golf Club,Meadow Glen,,XXXXXX,Blue,86,86,70,72,12.6000003814697,14.1000003814697,16,13.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
59,3,FALSE,12,3,10/11/1997,0,S,FALSE,FALSE,18,69.8000030517578,125,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,Blue,95,95,80,71,22.7999992370605,13.8000001907349,15,13.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
60,3,FALSE,20,17,5/2/1998,0,S,FALSE,FALSE,18,68.1999969482422,115,Blue Desert Golf Club,Blue Desert,,XXXXXX,White,99,98,85,71,29.2999992370605,13.8000001907349,14,13.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
61,3,FALSE,21,3,5/17/1998,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,89,87,73,72,12.3999996185303,13.8000001907349,16,13.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
62,3,FALSE,21,3,5/23/1998,11,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,86,86,71,72,11.5,13.6000003814697,15,13,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
63,3,FALSE,21,3,5/31/1998,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,94,93,79,72,17.7000007629395,13,15,13.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
64,3,FALSE,22,17,6/6/1998,11,S,FALSE,FALSE,18,70.3000030517578,122,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,White,89,88,75,72,16.3999996185303,13.1999998092651,14,13.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
65,3,FALSE,12,17,6/22/1998,0,S,FALSE,FALSE,18,68.3000030517578,122,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,White,86,85,72,71,15.5,13.3000001907349,14,13.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
66,3,FALSE,18,17,6/27/1998,0,S,FALSE,FALSE,18,69,134,Red Canyon Golf Club,Red Canyon,,XXXXXX,White,95,94,79,72,21.1000003814697,13.1000003814697,16,13.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
67,3,FALSE,14,2,7/4/1998,0,S,FALSE,FALSE,18,72.5,133,River Bend Golf Club,River Bend,,XXXXXX,Black,97,94,81,72,18.2999992370605,13.6999998092651,16,13.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
68,3,FALSE,13,19,7/13/1998,0,S,FALSE,FALSE,18,67,112,Glen Meadows Golf Club,Glen Meadows,,XXXXXX,Yellow,81,81,67,70,14.1000003814697,13.6999998092651,14,13.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
69,3,FALSE,17,3,7/25/1998,0,S,FALSE,FALSE,18,70.4000015258789,118,Happy Ridge Golf Club,Happy Ridge,,XXXXXX,Blue,91,90,77,72,18.7999992370605,13.3000001907349,14,13.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
70,3,FALSE,23,17,8/8/1998,0,S,FALSE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,94,93,79,71,20.3999996185303,13.6000003814697,15,13.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
71,3,FALSE,22,3,8/16/1998,0,S,FALSE,FALSE,18,71.5,124,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,Blue,99,98,84,72,24.1000003814697,13.6999998092651,15,14,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
72,3,FALSE,19,14,9/5/1998,0,S,FALSE,FALSE,18,56,85,Ocean Pointe Golf Club,Ocean Pointe,,XXXXXX,Regular,69,69,58,56,17.2999992370605,14,11,14,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
73,3,FALSE,11,3,9/13/1998,0,S,FALSE,FALSE,18,71.3000030517578,132,Meadow Glen Golf Club,Meadow Glen,,XXXXXX,Blue,94,93,78,72,18.6000003814697,14,16,14,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
74,3,FALSE,21,3,9/26/1998,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,89,89,73,72,14.1000003814697,14,16,13.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
75,3,FALSE,21,3,4/17/1999,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,98,96,83,72,20.3999996185303,13.6000003814697,15,14.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
76,3,FALSE,21,3,4/25/1999,11,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,87,87,71,72,12.3999996185303,14.3000001907349,16,13.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
77,3,FALSE,23,17,4/20/2003,11,S,FALSE,FALSE,18,70.8000030517578,123,Prospect Heights Golf Club,Prospect Heights,Meadow-Valley,Mea-Val,White,93,92,80,71,19.5,12.3000001907349,13,12.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
78,3,FALSE,14,6,5/8/1999,0,S,FALSE,FALSE,18,70.6999969482422,127,River Bend Golf Club,River Bend,,XXXXXX,Gold,95,92,79,72,19,13.8000001907349,16,13.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
79,3,FALSE,14,3,5/16/1999,0,S,FALSE,FALSE,18,70.1999969482422,125,River Bend Golf Club,River Bend,,XXXXXX,Blue,94,93,79,72,20.6000003814697,13.8000001907349,15,14.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
80,3,FALSE,16,3,6/11/1999,0,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,91,90,76,71,18.6000003814697,14.3000001907349,15,14.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
81,3,FALSE,11,3,6/26/1999,11,S,FALSE,FALSE,18,71.3000030517578,132,Meadow Glen Golf Club,Meadow Glen,,XXXXXX,Blue,87,87,70,72,13.3999996185303,14.3000001907349,17,13.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
82,3,FALSE,13,3,7/10/1999,0,S,FALSE,FALSE,18,70.6999969482422,125,Glen Meadows Golf Club,Glen Meadows,,XXXXXX,Blue,87,87,72,70,14.6999998092651,13.8999996185303,15,14.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
83,3,FALSE,21,3,7/20/1999,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,91,91,75,72,15.8999996185303,14.1000003814697,16,14.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
84,3,FALSE,18,3,7/31/1999,0,S,FALSE,FALSE,18,64,101,Red Canyon Golf Club,Red Canyon,,XXXXXX,Blue,91,90,78,72,29.1000003814697,14.5,13,14.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
85,3,FALSE,16,3,8/7/1999,0,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,94,93,78,71,21.3999996185303,14.6000003814697,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
86,3,FALSE,11,3,8/21/1999,0,S,FALSE,FALSE,18,71.3000030517578,132,Meadow Glen Golf Club,Meadow Glen,,XXXXXX,Blue,96,95,79,72,20.2999992370605,14.8000001907349,17,15.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
87,3,FALSE,22,17,8/29/1999,0,S,FALSE,FALSE,18,70.3000030517578,122,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,White,87,87,71,72,15.5,15.1000003814697,16,14.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
88,3,FALSE,21,3,9/11/1999,0,S,FALSE,FALSE,18,73.0999984741211,127,Prospect Heights Golf Club,Prospect Heights,Desert-Meadow,Des-Mea,Blue,93,91,76,72,15.8999996185303,14.8000001907349,17,14.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
89,3,FALSE,12,3,9/19/1999,0,S,FALSE,FALSE,18,69.8000030517578,125,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,Blue,87,87,71,71,15.5,14.5,16,14.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
90,3,FALSE,17,3,9/25/1999,0,S,FALSE,FALSE,18,70.4000015258789,118,Happy Ridge Golf Club,Happy Ridge,,XXXXXX,Blue,94,94,79,72,22.6000003814697,14.6999998092651,15,14.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
91,3,FALSE,22,17,10/9/1999,0,S,FALSE,FALSE,18,70.3000030517578,122,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,White,88,87,72,72,15.5,14.6999998092651,16,14.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
92,3,FALSE,16,3,10/24/1999,11,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,91,90,76,71,18.6000003814697,14.3999996185303,15,14.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
93,3,FALSE,16,3,4/15/2000,11,S,FALSE,FALSE,18,70.0999984741211,121,High Plains Golf Club,High Plains,,XXXXXX,Blue,94,93,79,71,21.3999996185303,14.3999996185303,15,14.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
94,3,FALSE,12,3,4/23/2000,11,S,FALSE,FALSE,18,69.8000030517578,125,Fraser Valley Golf Club,Fraser Valley,,XXXXXX,Blue,98,97,82,71,24.6000003814697,14.5,16,14.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
95,3,FALSE,18,3,4/29/2000,0,S,FALSE,FALSE,18,64,101,Red Canyon Golf Club,Red Canyon,,XXXXXX,Blue,89,89,76,72,28,14.5,13,14.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
96,3,FALSE,22,3,5/6/2000,0,S,FALSE,FALSE,18,71.5,124,Prospect Heights Golf Club,Prospect Heights,Desert-Valley,Des-Val,Blue,88,86,72,72,13.1999998092651,14.8999996185303,16,14.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
